ngroup ra dec z Delta ngal pval_ds ind pval_sw pval_sf pval_ad pval_cvm pval_lillie pval_pearson Delta2 mag_max id_mer
2225062 132.763112134268 9.39945937619406 0.0148392969930693 1.45574566451469 101 0 -1 0.597676864441343 0.857763462713318 0.918447861824163 0.940796730735403 0.85046977684741 0.970823745720263 1.45574566451469 14.5446147919 0
2225141 142.84836324056 30.7329955223244 0.0223397821820513 1.70461068152658 78 0 -1 0.641502692627187 0.717331653497048 0.56078689251205 0.605948281106618 0.924689553241543 0.708771761166277 1.63575726217389 14.5408468246 0
2228288 141.276365337952 50.8323105320727 0.0500367575121212 1.53122956737165 33 0 -1 0.29431771907643 0.393495579028093 0.356855760734333 0.34433833597849 0.295083168491542 0.555524771505274 1.45137071488299 15.0809955597 0
2228338 143.264878913536 20.0607591885209 0.0361112836 2.43339821743749 67 0 11 0.25390159131157 0.343999795981141 0.317138896060764 0.36903579424003 0.399260300222201 0.784319049720608 2.38155398872393 14.5889377594 0
2228671 150.092385378752 53.0161949504545 0.0675849774068182 0.993984762595103 44 0.5 -1 0.376569307160163 0.514470286220444 0.291263804172464 0.275545558392594 0.384399797494111 0.272834324938061 1.24205673560827 15.7296047211 0
2228723 152.843246883808 44.9387512206944 0.0645077225444444 1.4569411504619 36 0 2 0.600303296198653 0.682679413924923 0.604751595237366 0.680423840406348 0.650229645297414 0.320847198862134 1.33994630255615 15.4908504486 0
22210044 148.011350949604 53.8299185435042 0.0717302087333333 1.51523592004525 48 0 -1 0.537578996398558 0.521753968751089 0.616453486812856 0.611945132827836 0.546127625736828 0.670132169591957 1.56712952809875 15.2209806442 0
22220068 48.2404473044621 -6.38006305694545 0.0646689240651515 1.40942308606939 66 0 7 0.044734425457804 0.080471225496145 0.0205032206149128 0.0141949526049651 0.00233638819872322 0.00296163575723901 1.38505034900259 15.0756311417 0
22220438 136.114669799803 0.707213837293548 0.0795246617435484 1.22540032784049 62 0.0666666666666667 -1 0.145072750013358 0.322131767120053 0.354988366009931 0.490807601551706 0.368658397045414 0.632780884872307 1.39311166570562 15.1649436951 0
22235253 237.622604370115 17.3191684560596 0.0733162551468085 1.36861324666465 47 0.1 4 0.0653306526276748 0.13674128536393 0.138627744016119 0.230216200431625 0.343478825572732 0.542235907390616 1.28591721507749 14.7566490173 0
22235713 219.750048020306 35.4030217563324 0.116533765247059 1.18108297092745 34 0.166666666666667 -1 0.402338623678858 0.536301583763523 0.283513743114471 0.220618571335634 0.4007563709277 0.456930244815837 1.3462155423751 15.9625816345 0
22237438 244.675213030912 12.3405197627522 0.0606215969835821 0.984576544554312 67 0.466666666666667 -1 0.215300956018007 0.316416565610112 0.136452825682915 0.102289038837163 0.067771313777558 0.12534921125552 1.02768727467562 15.3415966034 0
22239052 223.333847313602 31.8410058607123 0.083446929722807 1.69080905833265 57 0 7 0.187499173150559 0.359762537552071 0.255902272331348 0.267884001998118 0.499353733029046 0.0764404866861427 1.64370412996117 15.7059602737 0
22239727 258.638254905229 32.6907901374714 0.0556463369163265 1.99619338283816 98 0 -1 3.85568886263288e-05 0.000176574922995966 1.42689141247192e-06 1.44916739591984e-05 0.000144074868303598 0.000326521818131341 1.9219721105299 15.3477582932 0
22241021 243.447385392098 31.7281326078075 0.0578775661698113 0.989991514068959 53 0.4 5 0.413952647250972 0.646752603150872 0.545976622450494 0.51665107096757 0.669602925745367 0.669173029570078 0.990941247363704 14.7605953217 0
22241341 223.610898505318 11.11071489122 0.0630059109822222 1.18935017813948 45 0.233333333333333 6 0.0104606212554078 0.0192798827897235 0.0131624185194868 0.0197203829380739 0.0548733325532192 0.112067436825 1.29383195113774 15.0715007782 0
22244033 224.182553840409 28.9751685749439 0.0633428938909091 0.917258785677172 66 0.733333333333333 -1 0.0457228906113105 0.101158995641767 0.0403221854515123 0.0478985126240965 0.11413659492057 0.572985991910807 0.98420525818928 15.4674463272 0
22245178 234.689027674056 29.3819277707265 0.0533264414088235 0.736766937846206 34 0.966666666666667 -1 0.462098257144883 0.477830133856463 0.236583277073428 0.151229041533201 0.199044290002789 0.006533025843287 1.30588695416727 14.7329568863 0
22245356 225.169423103331 29.6459739605583 0.05381404158125 0.940623448306466 48 0.366666666666667 -1 0.0357409756316263 0.0866574463776245 0.0420447811889306 0.0495391261132655 0.0864700911098825 0.277481966064207 0.89816640463779 15.1920776367 0
22246197 333.232626342773 -0.5537207975975 0.074821775035 0.807353290813474 40 0.9 -1 0.871960793926709 0.946631064804993 0.909088858340001 0.877100617740398 0.969503706992533 0.890145117916863 1.17368866757662 14.5573892593 0
22246272 327.777544426194 11.2774467468212 0.0701066966787879 0.856492754901127 33 0.633333333333333 -1 0.612920912783898 0.715633845716529 0.520538522410108 0.418665118386963 0.670349208149528 0.701265499820085 0.921321531599788 14.9776268005 0
22246631 233.373069361642 30.8482977214711 0.0496805524894737 1.44851257491461 38 0.0333333333333333 4 0.0391499295740312 0.0774571515070743 0.0346546059604438 0.0368211330571403 0.0488461715366411 0.241984652712558 1.44346549089081 15.1227998734 0
22247787 258.968645731604 27.2412761449771 0.033366395975 1.74242448768215 48 0 6 0.0561597046889717 0.0924803448737985 0.130385229933703 0.251989265408207 0.574232452918769 0.473511316570291 1.61596134504251 14.8790082932 0
22247918 232.442705215942 18.3857055171871 0.0341727419967742 1.27428245960119 31 0.2 -1 0.06930716004829 0.0978786909184532 0.0314336016209649 0.0172570953385566 0.00686172041655513 0.0118333736500428 1.46244857081575 15.1607465744 0
22248111 216.544861978558 42.2081991736612 0.063281134219403 1.52008198017073 67 0 -1 0.00155220777993029 0.00626019778088188 0.00267310159163446 0.00764105236270872 0.0489139115435144 0.0278604461432429 1.67485088299349 14.9702711105 0
22248953 321.715518798826 0.2278320603 0.03935495995 1.8726857628634 50 0 6 5.0551386393803e-05 0.000222411297397377 7.14182512542519e-07 2.6782362537166e-06 4.53863726701681e-06 4.06159062487483e-05 1.81595488653171 15.0923089981 0
22250904 210.579815026482 51.9979475772727 0.0662113940666667 0.800616207443222 33 0.766666666666667 3 0.447553399247318 0.582736242553556 0.411985817006802 0.317505155260481 0.433009080199294 0.423190081126844 1.17844921515863 16.1745300293 0
22251460 195.286853582207 6.45194528752909 0.0835171270090909 1.97049353567146 55 0 4 0.943237524707755 0.970167866237767 0.96992843168169 0.967129530052028 0.81022504260666 0.357255953080415 1.91200389678987 15.0762290955 0
22251653 192.058205922442 23.2882801691694 0.109059944744444 1.70000051006861 36 0.0333333333333333 5 0.75651048576841 0.908201056125529 0.927821622430662 0.958094771379904 0.960996688304794 0.743969695397218 1.55413701337633 14.8440904617 0
22252502 204.224262419202 0.586963887016667 0.0458484760357143 0.828906352207528 42 0.7 -1 0.202602094107596 0.353326835065551 0.296389219269926 0.349037161794368 0.735024064995314 0.472865976445837 1.14800536077469 15.3389348984 0
22252575 201.514501235069 55.3341420678573 0.0804374119426471 1.51912977608306 68 0.0333333333333333 7 0.939585068062107 0.934896189256201 0.974066535602462 0.99385753249006 0.969752310916769 0.99168736636416 1.57294845420191 14.8323688507 0
22253689 226.957508850097 0.88101597548 0.021036569978 2.08812106319327 100 0 8 0.796369182340686 0.778406213754631 0.761728372120184 0.7650904417138 0.715741152126419 0.663954450438091 2.08812106319327 14.5115022659 0
22254629 194.186796446103 27.2763992000189 0.0670489189648649 0.89648316301195 37 0.666666666666667 -1 0.491715006910135 0.536991745312743 0.407515480751575 0.322432882185016 0.462938314115714 0.66204908903626 0.882703817538561 14.5474252701 0
22255687 197.843057479856 27.8286604595207 0.0320209916528333 2.09426058794223 600 0 -1 3.65581402198635e-07 2.58130989607303e-06 6.23638218815241e-10 8.4267895574491e-08 3.75073881085863e-07 2.42921881179632e-05 2.68601705244048 14.510134697 0
22256022 196.416296566229 54.5142264646588 0.0725668817705882 1.14514304510336 34 0.133333333333333 3 0.437907661653361 0.509928129778499 0.261566926558136 0.149129590239778 0.0363714910550951 0.0733290606460203 1.19466184385419 15.779756546 0
22257153 343.186417856525 -9.57537053477419 0.03978730645 1.26774047010425 124 0.0666666666666667 -1 0.0107647740467527 0.0297154275386256 0.00517738948737143 0.00568813269635661 0.0214575440832902 0.0415145328633335 1.17420398001926 14.5742950439 0
22257959 189.69817376137 8.45197513698906 0.0431398280203125 0.99165033037318 64 0.4 -1 0.0202795470409502 0.0619832452098346 0.0505369244707034 0.110141585086941 0.0611670970660609 0.0579415192508259 1.03178610431046 15.1470441818 0
22257987 190.199524879458 9.36859997112708 0.0444202289541667 1.59079293639871 48 0 -1 0.247983012871045 0.371546805075812 0.243158269321463 0.243788406984367 0.293979415399055 0.115120889314512 1.46705021474012 14.6307134628 0
22259086 203.685748206244 58.0336169136889 0.0264283889444444 1.11906096857233 36 0.366666666666667 4 0.807645558902776 0.866139659457584 0.792910837104545 0.711953624648752 0.451038947020111 0.147349183928148 1.08823088768682 14.626824379 0
22259263 194.377416992191 32.0293602837511 0.0247218667266667 1.62124594605491 45 0 -1 0.206512266687741 0.387195034937333 0.33428807000818 0.432766305568844 0.694779512471355 0.904770598977728 1.45289994049831 14.6631755829 0
3331268 138.599414825442 45.4658958646972 0.0145225833555556 1.11072478083775 36 0.0666666666666667 -1 0.0201091528341914 0.0581606209165342 0.0275342484327844 0.0386839056748166 0.130951463794585 0.3695666683961 1.24502403745918 14.5575151443 1
3335006 131.454065828241 43.6011190169923 0.0431170086581197 1.34212180795343 117 0.0333333333333333 -1 0.0339724536977695 0.104998323072762 0.215343162465925 0.393685794041506 0.351184139365704 0.75173650457246 1.34212180795343 14.814365387 1
3335232 139.38272277832 12.428315200816 0.023932980002 1.40555261719021 50 0.0333333333333333 9 0.614149246307993 0.690138986860597 0.844851634644365 0.864599201821003 0.87422471659753 0.587150983772338 1.28989446074267 14.6534614563 1
33318444 128.042594137067 20.4436881391291 0.0734252026202532 2.03409166470013 79 0 4 0.0274730058122729 0.0771998544281367 0.0686162904157165 0.130788737650215 0.0186844481209732 0.0463897176927716 2.06051577640719 14.7412080765 1
333384 116.300730761365 33.0739886340029 0.0119835294235294 0.65011914322108 34 0.966666666666667 -1 0.876145277876622 0.963952581390446 0.936628140060576 0.9380670896296 0.887727944625706 0.919698602928606 1.13045834476021 14.5374393463 0
333601 219.245533171155 59.8166545686286 0.0226029762571429 0.779090283697699 42 0.7 -1 0.231037367979656 0.415083106507495 0.319245756413938 0.360866960695058 0.258466633212299 0.227822988692409 0.944579265123194 14.7257003784 0
333770 242.486715044298 37.1552801586333 0.0240665715 1.18259078825081 42 0.0666666666666667 6 0.240221444074077 0.379278060036838 0.236665299053019 0.2291427091713 0.511278272501827 0.525625688079364 1.25744639731299 14.5071277618 0
333771 247.722151139201 35.8655388495478 0.0238521248926471 1.89684443836509 136 0 -1 0.337254978647944 0.465672141766922 0.439175878161554 0.429590433656122 0.602461467279341 0.23585511153192 1.91669089518973 14.527639389 0
3331344 152.390078157997 53.6078810305243 0.0128137027297297 0.975955274921556 74 0.566666666666667 -1 0.15218808225885 0.269177102806297 0.115978631492274 0.0823224289615927 0.111233259117263 0.695978985906001 0.983354717268887 14.5403089523 0
3332028 116.280584013861 44.0909383966685 0.0315205055314607 1.34883979553499 89 0 -1 0.166734620917966 0.268636070147944 0.132369076281049 0.141129276976149 0.484303801388089 0.234548445344776 1.37246250373019 14.6451473236 0
3332198 142.630703290306 48.1021678447743 0.0227185277444444 1.3058765107021 144 0.0333333333333333 -1 0.320367646394074 0.521242245760732 0.529605543200989 0.676905593917821 0.65630263396478 0.511153967681777 1.38533950147094 14.5120220184 0
3332674 228.226753105551 -0.0821097291271186 0.0243716103186441 1.8319099099926 59 0 -1 0.0727154797337639 0.15696983820594 0.079514301454704 0.10580991154245 0.174820929455887 0.556875498869189 1.87060497346321 14.5561990738 0
3333171 118.091833591469 21.833280205725 0.03432283333125 1.10841900337839 48 0.433333333333333 5 0.0784078811655137 0.0967939189157129 0.0989136369741633 0.11209142229167 0.0690203083788276 0.277481966064207 1.102764019226 14.6775817871 0
3333493 139.431552025584 38.851140791371 0.0233447097548387 1.22590032068849 31 0.133333333333333 5 0.872278456086397 0.722438142074403 0.679878708326266 0.628816801696868 0.525556086537285 0.807687168957901 1.54162567817371 14.847196579 0
3334184 231.250912094117 50.8952795028725 0.0458900000875 1.7594906174872 40 0 6 0.0566196439898971 0.122241757772811 0.0772602492451133 0.118083305183675 0.167842587689831 0.260916168405052 1.69128089384684 14.6614208221 0
