ngroup ra dec z mag color delta Delta pval_ds ngal sw_gal sf_gal ad_gal cvm_gal lillie_gal pearson_gal sw_cum sf_cum ad_cum cvm_cum lillie_cum pearson_cum col_cum mag_cum ind_cum id
77713255 157.9407501221 30.4588947296 0.0403879993 16.5349979401 0.7855072021 2.0279695344897 1.73150746618577 0 127 0.84775925478035 0.948777048501936 0.851648084016068 0.834195509065398 0.809775293867959 0.361805027497532 0.279239847231075 0.413344263691977 0.195147976553288 0.161714944855909 0.230351903813657 0.669740712797256 0.686545627325984 14.5489006042 7 1
66610380 145.3301696777 32.6348724365 0.0441330001 17.2497196198 0.7560043334 1.47435659528698 1.34533029128976 0.0666666666666667 117 0.729144306294864 0.869008323188081 0.806924762325832 0.866555393561691 0.697572960123924 0.361805027497532 0.0339724536977695 0.104998323072762 0.215343162465925 0.393685794041506 0.351184139365704 0.75173650457246 0.663702932182051 14.814365387 -1 1
3335006 131.2220001221 43.7636604309 0.0402619988 16.9501266479 0.7422389985 0.595475288692986 1.34212180795343 0.0333333333333333 117 0.157912590355798 0.25752540825359 0.20566557672265 0.327735832805603 0.363454410890037 0.221385387189488 0.0339724536977695 0.104998323072762 0.215343162465925 0.393685794041506 0.351184139365704 0.75173650457246 0.663702932182051 14.814365387 -1 1
55523736 210.8438873291 18.7890052795 0.0864040032 17.3548984528 0.721096038799999 2.45803260529795 1.71566039849071 0 48 0.643713682319096 0.796104339701936 0.731641136993743 0.781947693549208 0.8482943709081 0.361805027497532 0.0129186985606859 0.0192445920351204 0.0427119932191642 0.0990142518864585 0.0964651503599878 0.277481966064207 0.7050871253 14.5840892792 6 0
22236532 229.3771209717 14.2183494568 0.0756160021 17.5518932343 0.7707099914 1.70720226342031 1.33014566293354 0.0333333333333333 69 0.733443424161892 0.825672818282613 0.762777722289681 0.786056255851273 0.8270134645369 0.361805027497532 0.00819561665202262 0.0233413577397617 0.0128638630832407 0.0298955220423931 0.134539271091837 0.345977014021409 0.714358758237681 15.4522790909 5 0
33358618 334.3860168457 12.8988265991 0.0182000007 14.6283378601 0.762836456300001 2.64436985698963 1.7346854153163 0 41 0.629018218386611 0.777026031255951 0.728579425778972 0.80515070416654 0.883787115181849 0.572406704470879 0.199820918573109 0.257178573820912 0.255161058517203 0.235711365290478 0.327114725647156 0.735840278114542 0.610809047048781 14.5327882767 7 1
44449894 142.7325592041 3.565803051 0.0374860018 16.7460441589 0.779106140200003 1.0954118155196 1.39968902919748 0.0333333333333333 95 0.706576558361628 0.489784102810019 0.420676214641371 0.315816001335615 0.391434565439675 0.361805027497532 0.0296179162589971 0.0668543533957638 0.0474104189639179 0.0876853297159886 0.226390106395172 0.0926253116662712 0.72399972614421 14.695145607 -1 0
6661232 180.6186981201 50.2050247192 0.0283930004 15.5175380707 0.677970886199999 0.847616262211218 1.72407515342846 0 275 0.992250213614025 0.989431399366457 0.972672396356697 0.98379893962723 0.998434158362384 0.849467033391825 0.292043854712225 0.533506865925292 0.671892312574172 0.780730237076425 0.486260443509899 0.204287274925554 0.695836798931273 14.5827312469 -1 1
11161853 257.834564209 33.8960113525 0.0282630008 16.3114929199 0.802516937299998 0.748474898159051 1.3252812473224 0.1 131 0.494852407963308 0.691571007725961 0.552591647368269 0.589555830172227 0.420620504256661 0.849467033391825 0.825417936158882 0.93895459497097 0.946996686654088 0.937597619239904 0.913095832812458 0.983436391519386 0.721081609942748 14.5881881714 -1 1
66661592 191.3357086182 57.1364974976 0.0326079987 16.3795051575 0.655500412000002 0.0503828127422495 0.900167773851966 0.766666666666667 109 0.423095076355833 0.52605638670185 0.505979446793586 0.593553236094882 0.672777398684611 0.849467033391825 0.000199166865226816 0.000928941776462545 3.56434797471259e-05 0.000138415869333433 0.0013055140390881 0.00105097445272194 0.677440065858716 14.5400190353 -1 0
66663883 355.9838867188 15.2051534653 0.0367899984 16.5455093384 0.729730606100002 0.465539563407541 1.59672401028675 0 200 0.159741244792035 0.246362779678168 0.191602268099996 0.26980432988223 0.318996396877364 0.221385387189488 0.192450878844308 0.373421095802167 0.523820782857473 0.771346950068457 0.804707520479564 0.885116659652988 0.641530828474 14.5421934128 -1 0
6661232 180.5905151367 49.6313247681 0.0243129991 17.1744670868 0.750898361200001 2.75246971845487 1.72407515342846 0 275 0.398004087932953 0.415784889446351 0.487129955357022 0.531407529288393 0.628620573542358 0.849467033391825 0.292043854712225 0.533506865925292 0.671892312574172 0.780730237076425 0.486260443509899 0.204287274925554 0.695836798931273 14.5827312469 -1 1
7777455 138.2274932861 0.7312660217 0.0295419991 15.511841774 0.785891532899999 0.589022896719266 1.56140917506553 0 139 0.933091402748481 0.922161615200922 0.833279575652894 0.751958988528319 0.720850129695661 0.849467033391825 0.0489488454726546 0.065678582831653 0.0286184165167108 0.0284582522864614 0.0259268428179762 0.381181492332921 0.713906192090648 14.5016288757 7 1
5551510 318.6371765137 0.7131029963 0.028647 16.8200111389 0.726665496799999 1.81616701380246 1.53116174040777 0 136 0.761983345218809 0.678537087915011 0.738596042659311 0.814107759429784 0.92031146426273 0.572406704470879 0.0563215879887284 0.076709676813093 0.0347958884201041 0.0344873957370696 0.0344823636503796 0.426972765997814 0.714039809561765 14.6520910263 6 0
66661788 197.0278778076 54.2411155701 0.026424 17.2909812927 0.738395690899999 1.31660737554907 1.3252812473224 0.0666666666666667 131 0.0253170999926573 0.0424913497635897 0.0395237837220665 0.0672466656614738 0.211142915571784 0.0267466361220885 0.825417936158882 0.93895459497097 0.946996686654088 0.937597619239904 0.913095832812458 0.983436391519386 0.721081609942748 14.5881881714 -1 1
