ngroup ra dec z ngal color mag_max gap_mag Delta Delta2 pval_ds ind pval_sw pval_sf pval_ad pval_cvm pval_lillie pval_pearson id_mer
11119613 197.161129450388 38.5310087042322 0.0986317797694915 59 0.677986532949153 16.0252189636 0.289236068699999 1.16042887747449 1.34295995418743 0.09 2 0.0229107904757201 0.0566613022018813 0.0156377470968794 0.0171399281465133 0.10629172625903 0.149697820468212 0
11121105 225.968142778441 7.45101503225385 0.104459563702564 39 0.673897669871795 15.2666711807 0.732447624200001 1.20089007672156 1.21080522086113 0.04 2 0.246972021111504 0.470355280730374 0.375954755198328 0.349555347631906 0.278978272736714 0.837203281845732 0
11122803 140.654740089595 17.4218663503977 0.0943490228627907 43 0.685079374986047 15.536450386 0.545838356100001 0.935612841533882 1.06834270899831 0.48 2 0.930576422670712 0.972763585511542 0.907554719246229 0.805814121131815 0.842842482948865 0.699625219953894 0
11126385 166.019288283133 29.8293488575788 0.0772356340788461 52 0.697882322159616 14.9609870911 0.319710731500001 2.31469022930024 2.15555559403999 0 2 0.0499182045977193 0.0859950085342087 0.0496421374407753 0.0621317991845853 0.381310657570909 0.105733049590722 0
11130177 204.442906269277 38.6114855916895 0.0831360894557895 190 0.712157364892631 15.0473356247 0.0400238036999987 1.59430405773332 1.60093246876291 0 2 0.525829272896766 0.530752684750077 0.230325157920813 0.166866223656007 0.249248670904974 0.0354079000014907 0
11132432 207.554418135665 35.0889566382571 0.0781255204010204 98 0.723493478736735 15.441570282 0.0750970839999994 1.33745591948588 1.34136932248791 0.01 2 0.0500483916580873 0.117776430629216 0.0428964315350617 0.0321255182456519 0.0401120619365736 0.41927677139517 0
11133310 151.120247550639 25.5114354258022 0.0684277614543478 46 0.70621863655 15.2118530273 0.567686081 1.32431583786024 1.34663815742684 0.03 2 0.129282892797628 0.307410560778065 0.38006863346911 0.648648770793423 0.242151629082175 0.728555650874608 0
11137808 148.369367391756 26.0915829686832 0.0613547030980198 101 0.68795687609703 15.0297374725 0.0640869140999989 1.60154842105191 1.60154842105191 0 2 0.04982373198624 0.113298606734335 0.0540750520555286 0.0551082168033007 0.121001839247684 0.00443478520938156 0
11140171 141.787852360654 23.9085626748923 0.0582395232107692 65 0.7114895894 14.9276428223 0.4062414169 1.95391463023251 1.82812686896131 0 2 0.00846688765625601 0.0148110492104561 0.0024421786830942 0.00134988317474272 0.000930615140862955 0.00872404500552579 0
11140289 133.610886976451 11.11071489122 0.0630059109822222 45 0.623075887875555 15.0715007782 0.1271886826 1.0366817474345 1.32668467597171 0.38 2 0.0104606212554078 0.0192798827897235 0.0131624185194868 0.0197203829380739 0.0548733325532192 0.112067436825 0
11142144 149.118239021302 26.2552200555837 0.05374982528625 80 0.7223195671975 14.9476280212 0.573778152500001 1.36363388342258 1.26147684858965 0.05 2 0.00318194680837423 0.00815188102147587 0.0022551214809109 0.00394938081580646 0.0335777871809134 0.0308064278667287 0
11142659 128.741804599759 13.3758984506063 0.071294625525 32 0.727482229475 14.6801156998 1.1240129471 0.951033518359824 0.989624067272985 0.31 2 0.548323432628588 0.691023793556403 0.494923641248468 0.446433016090183 0.621260254020509 0.623387627749582 0
11144001 194.797439575197 42.9748418653432 0.0587015675567568 37 0.717230590618919 15.4131383896 0.2825736999 1.00044183116496 1.30399548127138 0.54 2 0.94087225206355 0.843684226046718 0.871820051719169 0.760333123451661 0.667579072534449 0.977415323440198 0
11144258 174.064357939219 52.1617041996595 0.0589061429119048 42 0.726846944721429 15.2094020844 0.4051647186 1.17549241608588 0.90899392795521 0.09 2 0.174436119644404 0.367641462618673 0.442034535332004 0.666072511894666 0.864947986295785 0.860389583898134 0
11144618 145.486117738664 29.0595604289758 0.0518930001242424 33 0.715569207163637 14.6691904068 0.5572795868 0.788807143197905 1.17445505142639 0.56 2 0.415356972714276 0.645175564682435 0.545332850560475 0.592052841070484 0.497740651480848 0.627593008796523 0
11145278 248.534984854758 14.5035978583395 0.109926186160465 43 0.668364325218605 14.8681077957 0.6025276184 1.47253432579174 1.48065603589751 0.03 2 0.28963944791373 0.370408899235099 0.689984242678591 0.919650914091222 0.852376713999175 0.965994762344864 0
11145651 243.068149869406 9.26442570156825 0.0796817146126984 63 0.683304453642857 15.0091381073 0.448216438299999 1.60927033495447 1.65567613544643 0 2 0.0610927661850348 0.0499618601851654 0.109727102888655 0.140608473592506 0.242199493792862 0.209925815712979 0
11146323 206.334408846767 65.9285800818364 0.104069363209091 33 0.629317023536364 15.8162250519 0.842552185000001 1.34666044547848 1.52539354243654 0.05 2 0.348763367301822 0.430212072690106 0.350283725390728 0.377127788944078 0.147851278367597 0.189506952958828 0
11148438 225.468126873637 56.4607875735163 0.0868720696395349 43 0.668491075202326 14.8720655441 1.4363870621 1.34872589255622 1.22374082029202 0.04 2 0.0488577934859306 0.0816471124145924 0.0220578313527311 0.0246342800725279 0.0286903001315467 0.0224933263979056 0
11148479 225.345290879066 43.7396098637932 0.0674122877576271 59 0.728068190110169 15.2623281479 0.943226814300001 1.02039438420569 1.17553303978006 0.43 2 0.156187019029806 0.219929559504339 0.0813256250577993 0.0709404807545575 0.0184697533857211 0.0162800608628449 0
11148628 221.409352736034 2.61563961071591 0.0438246134318182 44 0.687393231818182 15.1421909332 0.0846509934000004 1.19655427631914 1.03530834159617 0.08 2 0.169219010964473 0.373280502701469 0.473557099254367 0.721759597710878 0.693500985140544 0.272834324938061 0
11148761 209.69245948792 11.8921329498375 0.03991837502 40 0.6655963897675 14.6374588013 0.038386344900001 0.62861977797596 0.698440301175096 1 2 0.674077907404886 0.757345884603444 0.660914176468352 0.677733560403132 0.753143578366491 0.783358489819263 0
11149126 181.274894714359 6.6449854821 0.03284331243125 32 0.699193626653125 14.75004673 0.317296028200001 1.16709674802557 1.45378512120505 0.07 2 0.341212030293207 0.490622983941859 0.343192324045875 0.307690891791503 0.617268814659708 0.699985835878628 0
11150777 226.808892343557 11.5490226558627 0.0461187453882353 51 0.70166776695098 14.7598390579 0.0478487014999995 1.35030176058357 1.23179760874597 0.07 2 0.696779057766417 0.757391466609842 0.671500974968398 0.669458643457873 0.923972931776528 0.330868078635946 0
11151216 193.491677676925 -3.43474974351765 0.0304344118367647 68 0.697593997505882 14.6283254623 0.0142755509000008 1.44168040325023 1.51007125298027 0.02 2 0.0285721260298954 0.0451045669254751 0.051839892202843 0.0884909247803677 0.0213960597643263 0.104959445682573 0
11151774 138.838950307747 14.70943237605 0.0360042104815789 38 0.68336732763421 14.6201324463 0.2143316269 0.725391120970302 0.903055147924574 0.92 2 0.988140939757256 0.980764596592533 0.989112311592774 0.992434925713238 0.997668540588878 0.970779919279433 0
11153976 128.977612304691 56.4313594394267 0.0671861329 45 0.732941881815556 15.7143278122 0.1517972946 1.28398771558648 1.19349713319684 0.12 2 0.108019390080781 0.138068518564491 0.140782369868854 0.137377977759072 0.129684964589034 0.863712142619159 0
11155051 231.728555567121 9.10284345289706 0.0414798236794118 34 0.722243533414706 14.6350812912 0.5799665451 0.73516093530775 0.869998154922885 0.86 2 0.379935181158873 0.649236925919494 0.645831685349035 0.702717672908868 0.719104800827852 0.294501709859943 0
11155197 212.8157155654 2.97619218685882 0.0298598235529412 34 0.722736751332353 14.5543937683 0.2182264328 0.908473212168193 1.12534021711914 0.65 2 0.985817023705558 0.988765144393091 0.987165534103001 0.98203481969189 0.975052118979083 0.919698602928606 0
11155291 202.980441614909 15.0286705693616 0.0252825123236453 203 0.704898054378818 14.5549640656 0.00601863860000051 1.34200806664834 1.44400264622357 0 2 0.305735873656405 0.478552883127113 0.831191847022106 0.939735193442808 0.603726659370703 0.390726603120114 0
11157322 157.979830741885 15.1801224350938 0.0182285179267857 112 0.63456153869375 14.5213575363 0.0403728485000006 1.55114084536683 1.55114084536683 0 2 0.0631728882820779 0.130331167118223 0.128520913427759 0.213448629874549 0.405477724175716 0.141130880267058 0
11158521 213.431496115296 40.5334560730868 0.0240414706602941 68 0.680152991241176 14.5043411255 0.0129623412999997 1.52360442626704 1.46064169529805 0 2 0.516958877612173 0.696192689313858 0.506282613431046 0.476296159837467 0.408307165354607 0.565443118624987 0
11158559 205.761784532329 29.01336534288 0.0215728222511111 45 0.70301556056 14.895989418 0.108766555800001 1.41520471404146 1.49834533157479 0.01 2 0.151574505436872 0.209992681256051 0.0914600637969761 0.103633161285508 0.0468964667424957 0.148610263882599 0
11158608 200.388351038884 34.4781755146263 0.0217432106210526 38 0.693790586365789 14.8353633881 0.015130043000001 1.01399291897239 1.00377986371305 0.32 2 0.100675914977036 0.213285419914941 0.232853301377814 0.343866924694938 0.293548451728497 0.655318567002399 0
11158840 152.674484745158 -0.260923128216129 0.0176202257419355 31 0.660156434580645 14.7006893158 0.0278310776000001 1.20818576455469 1.2816024487882 0.09 2 0.489889187841941 0.613292659143363 0.48985371128034 0.447734063844757 0.181215520524113 0.807687168957901 0
11158876 136.957493286137 0.88101597548 0.021036569978 100 0.67307408333 14.5115022659 0.0755023956999992 2.05146531455551 2.05146531455551 0 2 0.796369182340686 0.778406213754631 0.761728372120184 0.7650904417138 0.715741152126419 0.663954450438091 0
11161500 238.191997951936 21.8260634740222 0.0172630278583333 36 0.693332115813889 14.6711530685 0.0469512939999994 0.671027852012047 0.783494501026837 0.84 2 0.0149744842088193 0.0445747000689891 0.021454392425233 0.0411156098678408 0.0289212181989235 0.320847198862134 0
11161917 251.262997180434 40.5212444492154 0.0173262867265734 143 0.653703296095804 14.5242395401 0.00352191930000068 1.47974894549886 1.4828065431327 0 2 0.0260857698747933 0.0495532674613768 0.0365883830226478 0.0483866777973493 0.0851076351659683 0.29892559916016 0
22214684 24.2949910163944 13.7828388214139 0.0763116667305556 36 0.709921439491667 14.5046253204 0.2921142578 1.09018002470444 1.20605391375229 0.16 2 0.763842765181135 0.810867061264256 0.733468434686339 0.653635920566572 0.554223073815987 0.423190081126844 1
22236532 229.471286497251 14.1692760992739 0.0752112460492754 69 0.714358758237681 15.4522790909 0.134166717500001 1.22759742123158 1.16983454932014 0.14 2 0.00819561665202262 0.0233413577397617 0.0128638630832407 0.0298955220423931 0.134539271091837 0.345977014021409 1
22249803 201.46701049805 27.6293624964568 0.0723168868613636 44 0.669212081211363 14.9795255661 0.037109375 1.12176415580998 1.32198165013052 0.27 2 0.444759751395855 0.645696277135434 0.625904542041217 0.600456452864026 0.334133034816939 0.75861358688336 1
22252029 244.094767128551 12.9217927979268 0.0184400488243902 41 0.610809047048781 14.5327882767 0.0475111006999995 1.67415735651363 1.38256761508839 0.01 2 0.199820918573109 0.257178573820912 0.255161058517203 0.235711365290478 0.327114725647156 0.735840278114542 1
22259504 190.735415188774 16.5162887933132 0.0350226417641509 53 0.683258992330189 14.7236919403 0.0664653778000002 0.858710459974114 0.870038533113608 0.6 2 0.168771544682007 0.32452352295627 0.228098672715828 0.250102816635969 0.40621801804878 0.448786103583618 1
222145 177.925254211428 24.104186630254 0.020013700008 50 0.66415405274 14.5321035385 0.0138959884999998 1.55105257588003 1.35441474700568 0.02 2 0.117229163120934 0.182466171938156 0.232469637212186 0.340155220023064 0.293644951088737 0.587150983772338 0
222437 176.558513488769 46.089493331907 0.041466880071 100 0.682509832382 14.6620664597 0.0668210983000002 2.46837424582222 2.46837424582222 0 2 0.136846760779774 0.268052329902829 0.142978612063146 0.117305551377552 0.0585519584345457 0.336123620039252 0
222675 178.427456965218 11.2594725499377 0.0444545245147541 61 0.712751341645902 14.5883340836 0.587194442700001 0.985408366872299 1.09009665482673 0.43 2 0.202133440536331 0.323824251409111 0.129696109151809 0.100894943493912 0.025597286866693 0.13449377253505 0
2221008 177.67969109031 41.8467736337706 0.081195549054902 51 0.70758116479804 16.0950260162 0.127958297800003 1.78508883080964 1.67391070800498 0 2 0.891319717090768 0.949131524818729 0.876876558347976 0.826230705996205 0.901272741171192 0.892161701444325 0
2221111 179.283636856075 38.3638775825525 0.0808552497975 40 0.713251638405 15.1176128387 0.0809431077000013 0.98768326904012 0.954387081000852 0.39 2 0.688024393865284 0.815745945030262 0.860305937663744 0.906136729608599 0.990880447934633 0.487520365903656 0
2222291 169.374907549685 39.6609136918029 0.0443726762764706 34 0.696605345788236 14.7411193848 0.164648056000001 1.764996898223 1.52778519137171 0 2 0.0481981953256957 0.0861815590866656 0.089997427655781 0.15864182721379 0.500352376079723 0.251319232520006 0
2223636 157.722132738899 35.8655396629772 0.0238521248926471 136 0.678100761247794 14.527639389 0.0710420609 1.90905476408065 1.96222886634691 0 2 0.337254978647944 0.465672141766922 0.439175878161554 0.429590433656122 0.602461467279341 0.23585511153192 0
2223646 149.472708917432 36.4345101387323 0.0237052257935484 31 0.715243862506451 14.6112098694 0.303109169000001 1.12029401510473 1.13074998105534 0.12 2 0.622617873875571 0.651484826328513 0.395737063604888 0.274298397667453 0.315025489353729 0.37048499113552 0
2224465 5.97082762782838 -10.2502130237818 0.0957060875608108 148 0.696687795018919 14.8578567505 0.183520317099999 1.39253696375079 1.36671690057804 0.02 2 0.0474678689619683 0.105129255026985 0.0569635137081944 0.0858269137444353 0.156808664426555 0.330086662264723 0
2225062 132.763112134268 9.39945937619406 0.0148392969930693 101 0.64859825549901 14.5446147919 0.0168228148999994 1.46000909555491 1.46000909555491 0 2 0.597676864441343 0.857763462713318 0.918447861824163 0.940796730735403 0.85046977684741 0.970823745720263 0
2225141 142.84836324056 30.7329955223244 0.0223397821820513 78 0.6732123326 14.5408468246 0.115144729699999 1.68445618344209 1.55686527379552 0 2 0.641502692627187 0.717331653497048 0.56078689251205 0.605948281106618 0.924689553241543 0.708771761166277 0
2228288 141.276365337952 50.8323105320727 0.0500367575121212 33 0.683031717927273 15.0809955597 0.441772460899999 1.41497462875817 1.4777493417284 0.03 2 0.29431771907643 0.393495579028093 0.356855760734333 0.34433833597849 0.295083168491542 0.555524771505274 0
2228338 143.264878913536 20.0607591885209 0.0361112836 67 0.678913828152239 14.5889377594 0.0956716537000002 2.24047923411511 2.22151709873417 0 2 0.25390159131157 0.343999795981141 0.317138896060764 0.36903579424003 0.399260300222201 0.784319049720608 0
2228671 150.092385378752 53.0161949504545 0.0675849774068182 44 0.731454849240909 15.7296047211 0.00357627870000066 1.13800005775737 1.2283780313799 0.11 2 0.376569307160163 0.514470286220444 0.291263804172464 0.275545558392594 0.384399797494111 0.272834324938061 0
2228723 152.843246883808 44.9387512206944 0.0645077225444444 36 0.688941478730556 15.4908504486 0.1234092712 1.4382888442834 1.32541607723466 0.02 2 0.600303296198653 0.682679413924923 0.604751595237366 0.680423840406348 0.650229645297414 0.320847198862134 0
22210044 148.011350949604 53.8299185435042 0.0717302087333333 48 0.67467761039375 15.2209806442 0.629942893999999 1.4149040642804 1.35726475577966 0.01 2 0.537578996398558 0.521753968751089 0.616453486812856 0.611945132827836 0.546127625736828 0.670132169591957 0
22220068 48.2404473044621 -6.38006305694545 0.0646689240651515 66 0.706239396872727 15.0756311417 0.120428085299999 1.36808728869764 1.3367371597316 0.03 2 0.044734425457804 0.080471225496145 0.0205032206149128 0.0141949526049651 0.00233638819872322 0.00296163575723901 0
22220438 136.114669799803 0.707213837293548 0.0795246617435484 62 0.691685553517742 15.1649436951 0.6678667068 1.10697045306764 1.28579527769246 0.13 2 0.145072750013358 0.322131767120053 0.354988366009931 0.490807601551706 0.368658397045414 0.632780884872307 0
22235253 237.622604370115 17.3191684560596 0.0733162551468085 47 0.666240144274468 14.7566490173 1.0925588608 0.944088445284396 1.06257634897087 0.55 2 0.0653306526276748 0.13674128536393 0.138627744016119 0.230216200431625 0.343478825572732 0.542235907390616 0
22235713 219.750048020306 35.4030217563324 0.116533765247059 34 0.695729536170589 15.9625816345 0.0698184967 1.03542748521975 1.27274601898308 0.19 2 0.402338623678858 0.536301583763523 0.283513743114471 0.220618571335634 0.4007563709277 0.456930244815837 0
22237438 244.675213030912 12.3405197627522 0.0606215969835821 67 0.733485591950746 15.3415966034 0.247647285500001 1.00306545150986 1.0645300737625 0.52 2 0.215300956018007 0.316416565610112 0.136452825682915 0.102289038837163 0.067771313777558 0.12534921125552 0
22239052 223.333847313602 31.8410058607123 0.083446929722807 57 0.653850471766667 15.7059602737 0.0569858550999989 1.60724858116875 1.56977306558193 0 2 0.187499173150559 0.359762537552071 0.255902272331348 0.267884001998118 0.499353733029046 0.0764404866861427 0
22239727 258.638254905229 32.6907901374714 0.0556463369163265 98 0.661579939781633 15.3477582932 0.085986137299999 1.8640313409065 1.87991145938036 0 2 3.85568886263288e-05 0.000176574922995966 1.42689141247192e-06 1.44916739591984e-05 0.000144074868303598 0.000326521818131341 0
22241021 243.447385392098 31.7281326078075 0.0578775661698113 53 0.731861672315094 14.7605953217 0.7489480972 0.992462263423217 0.982734136755044 0.3 2 0.413952647250972 0.646752603150872 0.545976622450494 0.51665107096757 0.669602925745367 0.669173029570078 0
22241341 223.610898505318 11.11071489122 0.0630059109822222 45 0.623075887875555 15.0715007782 0.1271886826 1.0366817474345 1.32668467597171 0.35 2 0.0104606212554078 0.0192798827897235 0.0131624185194868 0.0197203829380739 0.0548733325532192 0.112067436825 0
22244033 224.182553840409 28.9751685749439 0.0633428938909091 66 0.720323027989394 15.4674463272 0.0612297058000006 0.941601436372496 0.984528046179841 0.54 2 0.0457228906113105 0.101158995641767 0.0403221854515123 0.0478985126240965 0.11413659492057 0.572985991910807 0
22245178 234.689027674056 29.3819277707265 0.0533264414088235 34 0.71204771715 14.7329568863 0.7430372238 0.849806452189888 1.15922231476047 0.78 2 0.462098257144883 0.477830133856463 0.236583277073428 0.151229041533201 0.199044290002789 0.006533025843287 0
22245356 225.169423103331 29.6459739605583 0.05381404158125 48 0.7175604105 15.1920776367 0.0519113540999996 0.802017909629137 1.12660666544655 0.69 2 0.0357409756316263 0.0866574463776245 0.0420447811889306 0.0495391261132655 0.0864700911098825 0.277481966064207 0
22246197 333.232626342773 -0.5537207975975 0.074821775035 40 0.711369061465 14.5573892593 0.5175418854 0.90826007866054 1.24335684632901 0.51 2 0.871960793926709 0.946631064804993 0.909088858340001 0.877100617740398 0.969503706992533 0.890145117916863 0
22246272 327.777544426194 11.2774467468212 0.0701066966787879 33 0.701992959690909 14.9776268005 0.2808513642 0.879725233517504 1.00382828119112 0.46 2 0.612920912783898 0.715633845716529 0.520538522410108 0.418665118386963 0.670349208149528 0.701265499820085 0
22246631 233.373069361642 30.8482977214711 0.0496805524894737 38 0.723111278128947 15.1227998734 0.8237380981 1.39468009444671 1.430217877115 0.02 2 0.0391499295740312 0.0774571515070743 0.0346546059604438 0.0368211330571403 0.0488461715366411 0.241984652712558 0
22247787 258.968645731604 27.2412761449771 0.033366395975 48 0.726439913120833 14.8790082932 0.1103582382 1.6114316603306 1.55924241017836 0 2 0.0561597046889717 0.0924803448737985 0.130385229933703 0.251989265408207 0.574232452918769 0.473511316570291 0
22247918 232.442705215942 18.3857055171871 0.0341727419967742 31 0.689110540564516 15.1607465744 0.171280860900001 1.24589207294168 1.40358426915454 0.15 2 0.06930716004829 0.0978786909184532 0.0314336016209649 0.0172570953385566 0.00686172041655513 0.0118333736500428 0
22248111 216.544861978558 42.2081991736612 0.063281134219403 67 0.701161754667164 14.9702711105 0.0955657958999989 1.69987808214753 1.57086931987842 0.01 2 0.00155220777993029 0.00626019778088188 0.00267310159163446 0.00764105236270872 0.0489139115435144 0.0278604461432429 0
22248953 321.715518798826 0.2278320603 0.03935495995 50 0.62729278565 15.0923089981 0.153719902000001 1.78409826349815 1.74925345205446 0.01 2 5.0551386393803e-05 0.000222411297397377 7.14182512542519e-07 2.6782362537166e-06 4.53863726701681e-06 4.06159062487483e-05 0
22250904 210.579815026482 51.9979475772727 0.0662113940666667 33 0.723026275624243 16.1745300293 0.114311218299999 0.840733404713479 1.29588127228088 0.55 2 0.447553399247318 0.582736242553556 0.411985817006802 0.317505155260481 0.433009080199294 0.423190081126844 0
22251460 195.286853582207 6.45194528752909 0.0835171270090909 55 0.672222310843636 15.0762290955 0.0906600951999987 1.92842540034035 1.83948537579636 0 2 0.943237524707755 0.970167866237767 0.96992843168169 0.967129530052028 0.81022504260666 0.357255953080415 0
22251653 192.058205922442 23.2882801691694 0.109059944744444 36 0.684658129994444 14.8440904617 1.0604696274 1.82124377433713 1.7978580674577 0 2 0.75651048576841 0.908201056125529 0.927821622430662 0.958094771379904 0.960996688304794 0.743969695397218 0
22252502 204.224262419202 0.586963887016667 0.0458484760357143 42 0.730317093097619 15.3389348984 0.2199735641 0.90924520347637 0.996981579533262 0.48 2 0.202602094107596 0.353326835065551 0.296389219269926 0.349037161794368 0.735024064995314 0.472865976445837 0
22252575 201.514501235069 55.3341420678573 0.0804374119426471 68 0.641639975944117 14.8323688507 0.0421848297 1.42877032136564 1.45992706964275 0.02 2 0.939585068062107 0.934896189256201 0.974066535602462 0.99385753249006 0.969752310916769 0.99168736636416 0
22253689 226.957508850097 0.88101597548 0.021036569978 100 0.67307408333 14.5115022659 0.0755023956999992 2.05146531455551 2.05146531455551 0 2 0.796369182340686 0.778406213754631 0.761728372120184 0.7650904417138 0.715741152126419 0.663954450438091 0
22254629 194.186796446103 27.2763992000189 0.0670489189648649 37 0.711394335775676 14.5474252701 0.870326995800001 0.897620326506136 1.02665772160023 0.53 2 0.491715006910135 0.536991745312743 0.407515480751575 0.322432882185016 0.462938314115714 0.66204908903626 0
22255687 197.843057479856 27.8286604595207 0.0320209916528333 600 0.705022352535333 14.510134697 0.000918388300000572 2.05568362797588 2.67660693879246 0 2 3.65581402198635e-07 2.58130989607303e-06 6.23638218815241e-10 8.4267895574491e-08 3.75073881085863e-07 2.42921881179632e-05 0
22256022 196.416296566229 54.5142264646588 0.0725668817705882 34 0.7282850041 15.779756546 0.228616714500001 1.02822777865009 1.18404113161345 0.34 2 0.437907661653361 0.509928129778499 0.261566926558136 0.149129590239778 0.0363714910550951 0.0733290606460203 0
22257153 343.186417856525 -9.57537053477419 0.03978730645 124 0.729479328276613 14.5742950439 0.0651502610000012 1.22185133535205 1.1338435555578 0.04 2 0.0107647740467527 0.0297154275386256 0.00517738948737143 0.00568813269635661 0.0214575440832902 0.0415145328633335 0
22257959 189.69817376137 8.45197513698906 0.0431398280203125 64 0.738207399840625 15.1470441818 0.320473671 0.91302666052255 1.0118770509754 0.57 2 0.0202795470409502 0.0619832452098346 0.0505369244707034 0.110141585086941 0.0611670970660609 0.0579415192508259 0
22257987 190.199524879458 9.36859997112708 0.0444202289541667 48 0.715756495797917 14.6307134628 0.6416654587 1.5101920320342 1.3652979511405 0.01 2 0.247983012871045 0.371546805075812 0.243158269321463 0.243788406984367 0.293979415399055 0.115120889314512 0
22259086 203.685748206244 58.0336169136889 0.0264283889444444 36 0.729080597563889 14.626824379 0.1909418106 1.08395678531672 0.893330467983166 0.22 2 0.807645558902776 0.866139659457584 0.792910837104545 0.711953624648752 0.451038947020111 0.147349183928148 0
22259263 194.377416992191 32.0293602837511 0.0247218667266667 45 0.680342080864444 14.6631755829 0.0721426010000012 1.58051770176369 1.35369686525452 0 2 0.206512266687741 0.387195034937333 0.33428807000818 0.432766305568844 0.694779512471355 0.904770598977728 0
3331268 138.599414825442 45.4658958646972 0.0145225833555556 36 0.643209510383333 14.5575151443 0.0251893998000003 0.84204592392671 1.04381285290828 0.41 2 0.0201091528341914 0.0581606209165342 0.0275342484327844 0.0386839056748166 0.130951463794585 0.3695666683961 1
3335006 131.454065828241 43.6011190169923 0.0431170086581197 117 0.663702932182051 14.814365387 0.219174384999999 1.36789130075401 1.36789130075401 0 2 0.0339724536977695 0.104998323072762 0.215343162465925 0.393685794041506 0.351184139365704 0.75173650457246 1
